id,address,address2,tel,fax,update_status,category,prefecture,district,pic_appearance,pic_map,type,lat,lng
﻿76,ถนนเพชร์เกษมเยื้องห้างสยามนครินทร์,"489/17-489/18 ถ.เพชรเกษมต.หาดใหญ่อ.หาดใหญ่จ.สงขลา90110",,,,"สาขา และจุดให้บริการต่างจังหวัด",สงขลา,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/pic_presidentbush.jpg,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_presidentbush.jpg,Servicepoint,7.003314,100.491775
﻿59,พรอมิสสาขาหัวหิน,ข้างธนาคารธอส.ระหว่างซอยหัวหิน80และ82,,,,"สาขา และจุดให้บริการต่างจังหวัด",ประจวบคีรีขันธ์,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/pic_promisehuahin.jpg,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_promisehuahin.jpg,Servicepoint,12.565308,99.959093
﻿75,บิ๊กซีสกลนคร,ตรงข้ามจุดชำระค่าสินค้าบิ๊กซี(ฝั่งธนาคารกรุงเทพ),,,,"สาขา และจุดให้บริการต่างจังหวัด",สกลนคร,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_sakonc.jpg,Servicepoint,17.15965366,104.149425
﻿74,พรอมิสสาขาศรีสะเกษ,เลขที่1199/2ถ.วิจิตรนครต.เมืองเหนืออ.เมืองจ.ศรีสะเกษ33000,045-643-656,045-643-649,,"สาขา และจุดให้บริการต่างจังหวัด",ศรีสะเกษ,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/pic_promisesaket.jpg,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_promisesaket.jpg,Branch,15.118865,104.333183
﻿58,เทสโก้โลตัสนวนคร,ชั้น1ตรงข้ามสปอร์ตโดม,,,,"สาขา และจุดให้บริการต่างจังหวัด",ปทุมธานี,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_tesconava.jpg,Servicepoint,14.12042,100.617179
﻿73,บิ๊กซีลำพูน,ชั้น1หน้าร้านเอ็มเค(MK),,,,"สาขา และจุดให้บริการต่างจังหวัด",ลำพูน,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_clamphun.jpg,Servicepoint,18.591,99.0412
﻿57,บิ๊กซีบุรีรัมย์,"หน้าร้านมิสเตอร์โดนัท(Mister Donut)",,,,"สาขา และจุดให้บริการต่างจังหวัด",บุรีรัมย์,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_bigcram.jpg,Servicepoint,14.96988141,103.0818377
﻿56,บิ๊กซีนครสวรรค์(วีสแควร์พลาซ่า),ชั้น2ตรงข้ามห้างทองโต๊ะกัง,,,,"สาขา และจุดให้บริการต่างจังหวัด",นครสวรรค์,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_bigcnakhonsawa.jpg,Servicepoint,15.69505684,100.1213855
﻿72,บิ๊กซีลำปาง,ชั้น2ตรงข้ามร้านบิ๊กคาเมร่า,,,,"สาขา และจุดให้บริการต่างจังหวัด",ลำปาง,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_bigclampang.jpg,Servicepoint,18.2755,99.4812
﻿71,บิ๊กซีเลย,หน้าร้านเคเอฟซี(KFC),,,,"สาขา และจุดให้บริการต่างจังหวัด",เลย,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_bigcs.jpg,Servicepoint,17.462905,101.72789
﻿70,บิ๊กซีลพบุรี,ชั้น1เยื้องบันไดเลื่อนลงจากซุปเปอร์มาร์เก็ต,,,,"สาขา และจุดให้บริการต่างจังหวัด",ลพบุรี,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_bigclopburi.jpg,Servicepoint,14.7946,100.672
﻿69,บิ๊กซีราชบุรี,"ชั้น1หน้ามิสเตอร์โดนัท(Mister Donut)",,,,"สาขา และจุดให้บริการต่างจังหวัด",ราชบุรี,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_bigcratchaburi.jpg,Servicepoint,13.5506,99.8231
﻿54,ห้างสหไทยพลาซ่า,ชั้น2เยื้องทีโอที(TOT),,,,"สาขา และจุดให้บริการต่างจังหวัด",นครศรีธรรมราช,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_unitedthailandplazamall.jpg,Servicepoint,8.160437,99.675694
﻿42,บิ๊กซีจันทบุรี,"ชั้น2ข้างบันไดเลื่อนหน้าโรงภาพยนตร์เมเจอร์(Major Cineplex)",,,,"สาขา และจุดให้บริการต่างจังหวัด",จันทบุรี,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_chanthaburi.jpg,Servicepoint,12.59817,102.09929
﻿41,พรอมิสสาขาขอนแก่น,เลขที่552/5ถนนหน้าเมืองต.ในเมืองอ.เมืองจ.ขอนแก่น40000,043-220-666,043-226-232,,"สาขา และจุดให้บริการต่างจังหวัด",ขอนแก่น,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/pic_promisekhonkaen.jpg,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_promisekhonkaen.jpg,Branch,16.423252,102.833193
﻿40,บิ๊กซีขอนแก่น,ชั้น2เยื้องจุดบริการลูกค้าบิ๊กซี,,,,"สาขา และจุดให้บริการต่างจังหวัด",ขอนแก่น,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_bigcthailand.jpg,Servicepoint,16.42476539,102.8190064
﻿39,บิ๊กซีกำแพงเพชร,ชั้น2ข้างบันไดเลื่อน(ฝั่งธนาคารออมสิน),,,,"สาขา และจุดให้บริการต่างจังหวัด",กำแพงเพชร,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_ckamphaengphet.jpg,Servicepoint,16.4741,99.5411
﻿38,บิ๊กซีกาญจนบุรี,ติดร้านไปรษณีย์,,,,"สาขา และจุดให้บริการต่างจังหวัด",กาญจนบุรี,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/pic_ckanchanaburi.jpg,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_ckanchanaburi.jpg,Servicepoint,14.048168,99.507695
﻿37,อิมพีเรียลเวิลด์สำโรง,"ชั้นใต้ดินข้างร้านพิซซ่า(The Pizza",,,,"จุดให้บริการในกรุงเทพฯ และปริมณฑล",สมุทรปราการ,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_imperialworldsamrong.jpg,Servicepoint,13.649917,100.596763
﻿36,บิ๊กซีสมุทรปราการ,ชั้น1ประตูทางเข้าหน้าธนาคารไทยพาณิชย์,,,,"จุดให้บริการในกรุงเทพฯ และปริมณฑล",สมุทรปราการ,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_bigbangoverseas.jpg,Servicepoint,13.584328,100.607022
﻿35,บิ๊กซีสุขสวัสดิ์,ชั้น2ตรงข้ามร้านหอแว่น,,,,"จุดให้บริการในกรุงเทพฯ และปริมณฑล",สมุทรปราการ,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_csuksawat.jpg,Servicepoint,13.653805,100.522381
﻿43,บิ๊กซี-เมเจอร์ฉะเชิงเทรา,หน้าจุดบริการลูกค้าบิ๊กซี,,,,"สาขา และจุดให้บริการต่างจังหวัด",ฉะเชิงเทรา,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_chachoengsao.jpg,Servicepoint,13.6909,101.056
﻿44,พรอมิสสาขาพัทยา,ข้างมูลนิธิคุณพ่อเรย์ตรงข้ามธ.ออมสิน,,,,"สาขา และจุดให้บริการต่างจังหวัด",ชลบุรี,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/pic_promisepattaya.jpg,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_promisepattaya.jpg,Servicepoint,12.938363,100.902363
﻿45,แหลมทองบางแสน,ชั้น1ข้างร้านเอสแอนด์พี(ตรงข้ามท็อปมาร์เก็ต),,,,"สาขา และจุดให้บริการต่างจังหวัด",ชลบุรี,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/pic_somepeninsula.jpg,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_somepeninsula.jpg,Servicepoint,13.287114,100.926722
﻿53,พรอมิสสาขานครราชสีมา,เลขที่230/30ถนนมิตรภาพต.ในเมืองอ.เมืองจ.นครราชสีมา30000,"044-243-411, 044-245-200",044-243-412,,"สาขา และจุดให้บริการต่างจังหวัด",นครราชสีมา,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/pic_promiseratchasima.jpg,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_promiseratchasima.jpg,Branch,14.986687,102.095657
﻿52,บิ๊กซีตรัง,ชั้น2ข้างบันไดเลื่อน(ฝั่งศูนย์อาหาร),,,,"สาขา และจุดให้บริการต่างจังหวัด",ตรัง,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_bigtrang.jpg,Servicepoint,7.545004,99.6156
﻿51,บิ๊กซีหางดง,"ชั้น 1 ตรงข้ามธนาคารกรุงเทพ",,,,"สาขา และจุดให้บริการต่างจังหวัด",เชียงใหม่,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_bigcdong.jpg,Servicepoint,18.74496332,98.96208376
﻿50,บิ๊กซีเชียงใหม่(ดอนจั่น),ชั้น1หน้าร้านเคเอฟซี(KFC),,,,"สาขา และจุดให้บริการต่างจังหวัด",เชียงใหม่,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_bigcchiang.jpg,Servicepoint,18.769,99.033
﻿49,พรอมิสสาขาเชียงราย,ถนนธนาลัย(เยื้องธนาคารธกส),,,,"สาขา และจุดให้บริการต่างจังหวัด",เชียงราย,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/pic_promisechiangrai.jpg,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_promisechiangrai.jpg,Servicepoint,19.908018,99.825972
﻿48,พรอมิสสาขาชัยภูมิ,ตึกชัยปรีดาอพาร์ทเม้นท์เลขที่199/9หมู่7ต.ในเมืองอ.เมืองจ.ชัยภูมิ36000,044-818-220,044-818-221,,"สาขา และจุดให้บริการต่างจังหวัด",ชัยภูมิ,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/pic_promisechaiyaphum.jpg,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_promisechaiyaphum.jpg,Branch,15.803075,102.037496
﻿47,ฮาร์เบอร์มอลล์(แหลมฉบัง),ชั้นGตรงข้ามร้านวัตสัน(Watsan),,,,"สาขา และจุดให้บริการต่างจังหวัด",ชลบุรี,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_harbourmall.jpg,Servicepoint,13.079519,100.92181
﻿46,บิ๊กซีเอ๊กซ์ตร้าชลบุรี,ชั้น2หน้าร้านเอทูแซด(AIIZ),,,,"สาขา และจุดให้บริการต่างจังหวัด",ชลบุรี,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_bigcextrachonburi.jpg,Servicepoint,13.30825536,100.9568117
﻿34,"เมกาบางนา(Mega Bangna)",ชั้น1ข้างเมืองไทยประกันชีวิต(เมกามันนี่โซน),,,,"จุดให้บริการในกรุงเทพฯ และปริมณฑล",สมุทรปราการ,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/pic_megabangna.jpg,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_megabangna.jpg,Servicepoint,13.646592,100.680267
﻿27,บิ๊กซีเอ๊กซ์ตร้าแจ้งวัฒนะ(คาร์ฟูร์เดิม),"ชั้น1ประตูทางเข้าศูนย์อาหารตรงข้ามแมคโดนัลด์(MC Donald)",,,,"จุดให้บริการในกรุงเทพฯ และปริมณฑล",นนทบุรี,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_bigcextrachaeng.jpg,Servicepoint,13.90570009,100.5148816
﻿28,"โรบินสัน ศรีสมาน","ชั้น 2 หน้าธนาคารกรุงเทพ (ข้าง 3 BB)",,,,"จุดให้บริการในกรุงเทพฯ และปริมณฑล",นนทบุรี,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_robinsonsrisamarn.jpg,Servicepoint,13.93942,100.552885
﻿29,แกรนด์พลาซ่างามวงศ์วาน,"(ห้างแกรนด์พลาซ่าอยู่ตรงข้ามกับThe Mallงามวงศ์วาน)ชั้น2โซนกลางลานโปรโมชั่น",,,,"จุดให้บริการในกรุงเทพฯ และปริมณฑล",นนทบุรี,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_grandplazamall.jpg,Servicepoint,13.856865,100.541747
﻿30,บิ๊กซีติวานนท์,ชั้น1หน้าร้านเอ็มเค(MK),,,,"จุดให้บริการในกรุงเทพฯ และปริมณฑล",นนทบุรี,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_bigctiwanon.jpg,Servicepoint,13.845001,100.510551
﻿31,บิ๊กซีฟิวเจอร์ปาร์ครังสิต,"ชั้น1หน้าร้านหนังสือซีเอ็ดบุ๊ค(SE-ED Book)ใกล้จุดบริการลูกค้า",,,,"จุดให้บริการในกรุงเทพฯ และปริมณฑล",ปทุมธานี,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_futureparkrangsit.jpg,Servicepoint,13.989313,100.617894
﻿32,บิ๊กซีเอ๊กซ์ตร้าลำลูกกา(คลอง4),ชั้น1หน้าประตูทางเข้า-ออก(ฝั่งเอ็มเค),,,,"จุดให้บริการในกรุงเทพฯ และปริมณฑล",ปทุมธานี,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_bigcextraka.jpg,Servicepoint,13.93385892,100.6821334
﻿33,บิ๊กซีบางพลี,ชั้น1ตรงข้ามร้านทองออโรร่า(AURORA),,,,"จุดให้บริการในกรุงเทพฯ และปริมณฑล",สมุทรปราการ,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_bigbangphli.jpg,Servicepoint,13.603787,100.708007
﻿26,บิ๊กซีเอ๊กซ์ตร้าบางใหญ่(คาร์ฟูร์เดิม),ชั้น2หน้าร้านดีแทค(DTAC),,,,"จุดให้บริการในกรุงเทพฯ และปริมณฑล",นนทบุรี,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_bigcextrayai.jpg,Servicepoint,13.88153221,100.4082155
﻿15,บิ๊กซีลาดพร้าว,ชั้น1หน้าจุดบริการลูกค้าบิ๊กซี,,,,"จุดให้บริการในกรุงเทพฯ และปริมณฑล",กรุงเทพมหานคร,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_latphrao.jpg,Servicepoint,13.785116,100.612709
﻿16,บิ๊กซีเอ๊กซ์ตร้าพระราม4,ชั้น1ตรงข้ามสเวนเซ่นส์,,,,"จุดให้บริการในกรุงเทพฯ และปริมณฑล",กรุงเทพมหานคร,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_extrarama.jpg,Servicepoint,13.71876978,100.568912
﻿17,ยูเนี่ยนมอลล์,"ชั้นF2 (ชั้น3)ข้างCoffee Today",,,,"จุดให้บริการในกรุงเทพฯ และปริมณฑล",กรุงเทพมหานคร,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_unionmall.jpg,Servicepoint,13.813775,100.56169
﻿18,พรอมิสสาขาปิ่นเกล้า,เยื้องพาต้าปิ่นเกล้า,,,,"จุดให้บริการในกรุงเทพฯ และปริมณฑล",กรุงเทพมหานคร,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/pic_promisepinklao.jpg,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_promisepinklao.jpg,Servicepoint,13.770016,100.484394
﻿19,บิ๊กซีวงศ์สว่าง,ชั้น1เยื้องธนาคารกสิกรไทยตึกบิ๊กซีซุปเปอร์เซ็นเตอร์(ร้านเวสเทิร์นยูเนี่ยนเดิม),,,,"จุดให้บริการในกรุงเทพฯ และปริมณฑล",กรุงเทพมหานคร,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/pic_wongsawang.jpg,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_wongsawang.jpg,Servicepoint,13.826595,100.528367
﻿20,"บิ๊กซี สุขาภิบาล 3",บิ๊กซีสุขาภิบาล3,,,,"จุดให้บริการในกรุงเทพฯ และปริมณฑล",กรุงเทพมหานคร,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_sanitation3.jpg,Servicepoint,13.807551,100.726395
﻿21,เซ็นเตอร์วัน(อนุเสาวรีย์ฯ),ชั้น1ลานโปรโมชั่นข้างบันไดหลังเสาLED,,,,"จุดให้บริการในกรุงเทพฯ และปริมณฑล",กรุงเทพมหานคร,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_centre.jpg,Servicepoint,13.76399,100.5393
﻿22,บิ๊กซีเอ๊กซ์ตร้าอ่อนนุช,ชั้น1หน้าประตูเข้า-ออกบิ๊กซี,,,,"จุดให้บริการในกรุงเทพฯ และปริมณฑล",กรุงเทพมหานคร,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_bigcextra.jpg,Servicepoint,13.70919107,100.6015384
﻿23,บิ๊กซีเอ๊กซ์ตร้าเพชรเกษม,ชั้น1ตรงประตูทางเข้าด้านหน้าใกล้กับธนาคารกสิกรไทย,,,,"จุดให้บริการในกรุงเทพฯ และปริมณฑล",กรุงเทพมหานคร,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_bigcextraphetkasem.jpg,Servicepoint,13.7091598,100.3667593
﻿24,บิ๊กซีนครปฐม,"ชั้น2ใกล้จุดบริการลูกค้าตรงข้ามร้านขายยาเซฟดรัก(Save drug)",,,,"จุดให้บริการในกรุงเทพฯ และปริมณฑล",นครปฐม,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_nakhonpathom.jpg,Servicepoint,13.8126,100.072
﻿25,บิ๊กซีอ้อมใหญ่,"ชั้น1ตรงทางเดินหน้าร้านไอศครีมแดรี่ควีน(Dairy Queen)ใกล้สเวนเซ่นส์(Swensens)และเอสแอนด์พี(S&P)",,,,"จุดให้บริการในกรุงเทพฯ และปริมณฑล",นครปฐม,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_bigdetour.jpg,Servicepoint,13.7065175,100.2812129
﻿14,บิ๊กซีแฟชั่นไอส์แลนด์มีนบุรี,ประตูทางเข้าบิ๊กซีชั้น2,,,,"จุดให้บริการในกรุงเทพฯ และปริมณฑล",กรุงเทพมหานคร,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_islandsafari.jpg,Servicepoint,13.825621,100.678815
﻿13,บิ๊กซีสะพานควาย,ชั้นใต้ดิน(ชั้นG)หน้าธนาคารไทยพาณิชย์,,,,"จุดให้บริการในกรุงเทพฯ และปริมณฑล",กรุงเทพมหานคร,,,http://localhost.promise_cms/cms/wp-content/uploads/2015/11/map_saphankwai.jpg,Servicepoint,13.791298,100.54956
